item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,projective,eventItemNr,eventItem,contentNew,prior_typeNew,contentFact,Mean_prior,YMin_prior,YMax_prior,cMean_prior,cai,betaProjective,betaAI
admit_charley,charley,admit,8,low_prior,Charley lives in Korea,block1,0.95,0.02,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.2025236866993957,0.32165975103734434,0.021991701244813276,0.9482625482625482
admit_charley,charley,admit,70,low_prior,Charley lives in Korea,block1,0.99,0.95,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.2025236866993957,0.3616597510373444,0.9481327800829875,0.988108108108108
admit_charley,charley,admit,98,low_prior,Charley lives in Korea,block1,0.37,0.27,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.2025236866993957,-0.2583402489626556,0.27095435684647307,0.3705019305019305
admit_charley,charley,admit,156,high_prior,Charley lives in Mexico,block1,0.96,0.89,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.37355660371273325,0.33165975103734435,0.8883817427385892,0.9582239382239381
admit_charley,charley,admit,279,low_prior,Charley lives in Korea,block1,1,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.2025236866993957,0.3716597510373444,0.9979253112033195,0.9980694980694981
admit_charley,charley,admit,283,low_prior,Charley lives in Korea,block1,0.06000000000000005,0.04,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.2025236866993957,-0.5683402489626556,0.041908713692946055,0.06169884169884175
admit_charley,charley,admit,287,high_prior,Charley lives in Mexico,block1,1,0.71,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.37355660371273325,0.3716597510373444,0.7091286307053941,0.9980694980694981
admit_charley,charley,admit,318,low_prior,Charley lives in Korea,block1,0.6,0.84,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.2025236866993957,-0.028340248962655634,0.8385892116182573,0.5996138996138995
admit_charley,charley,admit,463,low_prior,Charley lives in Korea,block1,0.98,0.35,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.2025236866993957,0.35165975103734437,0.3506224066390041,0.9781467181467182
admit_charley,charley,admit,475,low_prior,Charley lives in Korea,block1,1,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.2025236866993957,0.3716597510373444,0.002074688796680498,0.9980694980694981
admit_charley,charley,admit,483,low_prior,Charley lives in Korea,block1,0.96,0.69,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.2025236866993957,0.33165975103734435,0.6892116182572614,0.9582239382239381
admit_charley,charley,admit,519,high_prior,Charley lives in Mexico,block1,0.97,0.03,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.37355660371273325,0.34165975103734436,0.031950207468879666,0.9681853281853281
admit_charley,charley,admit,544,low_prior,Charley lives in Korea,block1,1,0.3,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.2025236866993957,0.3716597510373444,0.3008298755186722,0.9980694980694981
admit_charley,charley,admit,555,high_prior,Charley lives in Mexico,block1,0.93,0.3,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.37355660371273325,0.30165975103734444,0.3008298755186722,0.9283397683397684
admit_danny,danny,admit,24,high_prior,Danny loves cake,block1,1,0.78,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factH,Danny ate the last cupcake-factH,0.6855633802816902,0.6683503521126761,0.7005446009389671,0.2163580792325187,0.3716597510373444,0.778838174273859,0.9980694980694981
admit_danny,danny,admit,78,low_prior,Danny is a diabetic,block1,0,0,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factL,Danny ate the last cupcake-factL,0.24754545454545457,0.228475,0.26735113636363633,-0.2216598465037169,-0.6283402489626556,0.002074688796680498,0.0019305019305019305
admit_danny,danny,admit,104,low_prior,Danny is a diabetic,block1,0.98,0.05,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factL,Danny ate the last cupcake-factL,0.24754545454545457,0.228475,0.26735113636363633,-0.2216598465037169,0.35165975103734437,0.05186721991701245,0.9781467181467182
admit_danny,danny,admit,126,high_prior,Danny loves cake,block1,0.99,0.79,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factH,Danny ate the last cupcake-factH,0.6855633802816902,0.6683503521126761,0.7005446009389671,0.2163580792325187,0.3616597510373444,0.7887966804979254,0.988108108108108
admit_danny,danny,admit,147,low_prior,Danny is a diabetic,block1,0.99,0,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factL,Danny ate the last cupcake-factL,0.24754545454545457,0.228475,0.26735113636363633,-0.2216598465037169,0.3616597510373444,0.002074688796680498,0.988108108108108
admit_danny,danny,admit,174,low_prior,Danny is a diabetic,block1,0.02000000000000001,0.39,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factL,Danny ate the last cupcake-factL,0.24754545454545457,0.228475,0.26735113636363633,-0.2216598465037169,-0.6083402489626556,0.39045643153526977,0.021853281853281864
admit_danny,danny,admit,202,high_prior,Danny loves cake,block1,0.78,0.79,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factH,Danny ate the last cupcake-factH,0.6855633802816902,0.6683503521126761,0.7005446009389671,0.2163580792325187,0.15165975103734441,0.7887966804979254,0.778918918918919
admit_danny,danny,admit,239,high_prior,Danny loves cake,block1,1,0,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factH,Danny ate the last cupcake-factH,0.6855633802816902,0.6683503521126761,0.7005446009389671,0.2163580792325187,0.3716597510373444,0.002074688796680498,0.9980694980694981
admit_danny,danny,admit,240,high_prior,Danny loves cake,block1,0.99,0.06,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factH,Danny ate the last cupcake-factH,0.6855633802816902,0.6683503521126761,0.7005446009389671,0.2163580792325187,0.3616597510373444,0.061825726141078834,0.988108108108108
admit_danny,danny,admit,254,high_prior,Danny loves cake,block1,0.42,0.1,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factH,Danny ate the last cupcake-factH,0.6855633802816902,0.6683503521126761,0.7005446009389671,0.2163580792325187,-0.20834024896265563,0.1016597510373444,0.4203088803088803
admit_danny,danny,admit,258,low_prior,Danny is a diabetic,block1,0.92,0.87,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factL,Danny ate the last cupcake-factL,0.24754545454545457,0.228475,0.26735113636363633,-0.2216598465037169,0.29165975103734443,0.8684647302904565,0.9183783783783784
admit_danny,danny,admit,351,low_prior,Danny is a diabetic,block1,0.6799999999999999,0,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factL,Danny ate the last cupcake-factL,0.24754545454545457,0.228475,0.26735113636363633,-0.2216598465037169,0.051659751037344326,0.002074688796680498,0.6793050193050193
